id,longitude,latitude,cumulative_dist,path_len,point_type,move_time,origin,destination,connector,partial_dist,origin_portname,destination_portname
1,116.792,-20.5401,101.51,8503.99,p,1,z_66,n_2060,-,101.51,Hedland,Kamsar
2,114.0357,-21.8488,274.719999999999,8503.99,p,2,z_66,n_2060,-,173.209999999999,Hedland,Kamsar
3,19.9999,-34.8165,5137.85,8503.99,p,3,z_66,n_2060,-,4863.13,Hedland,Kamsar
4,18.4722,-34.3394,5218.75,8503.99,p,4,z_66,n_2060,-,80.9000000000001,Hedland,Kamsar
5,-13.1599,8.1747,8332.48,8503.99,p,5,z_66,n_2060,-,3113.73,Hedland,Kamsar
6,-14.4584,10.2287,8477.34,8503.99,p,6,z_66,n_2060,-,144.86,Hedland,Kamsar
7,-14.629,10.6418,8503.99,8503.99,d,7,z_66,n_2060,-,26.65,Hedland,Kamsar
0,118.5795,-20.3285,0.0,11388.36,o,0,z_66,n_1375,-,0.0,Hedland,Convent
1,122.9153,-16.4246,340.02,11388.36,p,1,z_66,n_1375,-,340.02,Hedland,Convent
2,125.6177,-14.2316,544.27,11388.36,p,2,z_66,n_1375,-,204.25,Hedland,Convent
3,126.0886,-13.9028,578.030000000001,11388.36,p,3,z_66,n_1375,-,33.7600000000002,Hedland,Convent
4,130.9617,-11.9266,887.0,11388.36,p,4,z_66,n_1375,-,308.969999999999,Hedland,Convent
5,131.9866,-11.1348,963.69,11388.36,p,5,z_66,n_1375,-,76.6900000000005,Hedland,Convent
6,142.5459,-10.699,1587.48,11388.36,p,6,z_66,n_1375,-,623.790000000001,Hedland,Convent
7,150.2102,-10.696,2040.2,11388.36,p,7,z_66,n_1375,-,452.719999999999,Hedland,Convent
8,-80.8583,7.212,9822.52,11388.36,p,8,z_66,n_1375,-,7782.32,Hedland,Convent
9,-80.0254,7.4598,9874.34,11388.36,p,9,z_66,n_1375,-,51.8199999999999,Hedland,Convent
10,-79.6527,8.9314,9964.97,11388.36,p,10,z_66,n_1375,-,90.6299999999999,Hedland,Convent
11,-89.6794,29.3835,11311.86,11388.36,p,11,z_66,n_1375,-,1346.89,Hedland,Convent
12,-90.1828,29.8426,11349.92,11388.36,p,12,z_66,n_1375,-,38.06,Hedland,Convent
13,-90.8748,30.0647,11388.36,11388.36,d,13,z_66,n_1375,-,38.44,Hedland,Convent
0,118.5795,-20.3285,0.0,3664.58,o,0,z_66,n_1419,-,0.0,Hedland,Qinhuangdao
1,118.9496,-9.5549,644.04,3664.58,p,1,z_66,n_1419,-,644.04,Hedland,Qinhuangdao
2,119.1939,-8.6124,702.17,3664.58,p,2,z_66,n_1419,-,58.1300000000001,Hedland,Qinhuangdao
3,118.8377,-2.5888,1062.47,3664.58,p,3,z_66,n_1419,-,360.3,Hedland,Qinhuangdao
4,119.6665,10.5541,1848.81,3664.58,p,4,z_66,n_1419,-,786.34,Hedland,Qinhuangdao
5,119.8076,16.3508,2195.2,3664.58,p,5,z_66,n_1419,-,346.39,Hedland,Qinhuangdao
6,121.9002,24.9487,2722.46,3664.58,p,6,z_66,n_1419,-,527.26,Hedland,Qinhuangdao
7,122.4624,37.1349,3452.58,3664.58,p,7,z_66,n_1419,-,730.12,Hedland,Qinhuangdao
8,119.677,39.9144,3664.58,3664.58,d,8,z_66,n_1419,-,212.0,Hedland,Qinhuangdao
0,118.5795,-20.3285,0.0,8169.38,o,0,z_66,n_2028,-,0.0,Hedland,San Lorenzo
1,116.792,-20.5401,101.51,8169.38,p,1,z_66,n_2028,-,101.51,Hedland,San Lorenzo
2,114.0357,-21.8488,274.72,8169.38,p,2,z_66,n_2028,-,173.21,Hedland,San Lorenzo
3,70.2232,-49.6803,2928.8,8169.38,p,3,z_66,n_2028,-,2654.08,Hedland,San Lorenzo
4,-57.2542,-35.251,7935.85,8169.38,p,4,z_66,n_2028,-,5007.05,Hedland,San Lorenzo
5,-57.9999,-34.709,7984.89,8169.38,p,5,z_66,n_2028,-,49.04,Hedland,San Lorenzo
6,-59.99,-33.3803,8112.08,8169.38,p,6,z_66,n_2028,-,127.19,Hedland,San Lorenzo
7,-60.7343,-32.6575,8169.38,8169.38,d,7,z_66,n_2028,-,57.3000000000002,Hedland,San Lorenzo
0,118.5795,-20.3285,0.0,3087.87,o,0,z_66,n_2420,-,0.0,Hedland,Paradip
1,102.3174,-3.9891,1363.34,3087.87,p,1,z_66,n_2420,-,1363.34,Hedland,Paradip
2,100.9273,-2.3307,1492.82,3087.87,p,2,z_66,n_2420,-,129.48,Hedland,Paradip
3,95.632,4.5955,2014.51,3087.87,p,3,z_66,n_2420,-,521.69,Hedland,Paradip
4,86.6765,20.2786,3087.87,3087.87,d,4,z_66,n_2420,-,1073.36,Hedland,Paradip
0,118.5795,-20.3285,0.0,10575.12,o,0,z_66,n_4796,-,0.0,Hedland,Camden
1,127.634,1.8325,1427.13,10575.12,p,1,z_66,n_4796,-,1427.13,Hedland,Camden
2,-172.2387,64.409,5979.38,10575.12,p,2,z_66,n_4796,-,4552.25,Hedland,Camden
3,-169.6534,66.068,6098.67,10575.12,p,3,z_66,n_4796,-,119.29,Hedland,Camden
4,-166.2184,68.8812,6285.67,10575.12,p,4,z_66,n_4796,-,187.0,Hedland,Camden
5,-119.1619,77.3199,7215.69,10575.12,p,5,z_66,n_4796,-,930.02,Hedland,Camden
6,-105.2232,77.1695,7401.04,10575.12,p,6,z_66,n_4796,-,185.35,Hedland,Camden
7,-95.7704,77.0716,7528.09,10575.12,p,7,z_66,n_4796,-,127.05,Hedland,Camden
8,-88.6221,76.4101,7634.61,10575.12,p,8,z_66,n_4796,-,106.52,Hedland,Camden
9,-81.1136,75.7741,7749.89,10575.12,p,9,z_66,n_4796,-,115.28,Hedland,Camden
10,-79.5894,75.4497,7779.95,10575.12,p,10,z_66,n_4796,-,30.0599999999999,Hedland,Camden
11,-61.2828,66.6339,8414.77,10575.12,p,11,z_66,n_4796,-,634.82,Hedland,Camden
12,-55.7577,53.1479,9242.25,10575.12,p,12,z_66,n_4796,-,827.48,Hedland,Camden
13,-55.7651,52.2783,9294.51,10575.12,p,13,z_66,n_4796,-,52.26,Hedland,Camden
14,-55.782,52.1287,9303.52,10575.12,p,14,z_66,n_4796,-,9.00999999999999,Hedland,Camden
15,-57.3853,50.7099,9407.87,10575.12,p,15,z_66,n_4796,-,104.35,Hedland,Camden
16,-59.3983,47.8951,9594.46,10575.12,p,16,z_66,n_4796,-,186.59,Hedland,Camden
17,-59.8185,46.1673,9699.6,10575.12,p,17,z_66,n_4796,-,105.14,Hedland,Camden
18,-60.1389,45.7857,9726.13,10575.12,p,18,z_66,n_4796,-,26.53,Hedland,Camden
19,-60.976,45.2752,9772.88,10575.12,p,19,z_66,n_4796,-,46.75,Hedland,Camden
20,-65.4759,43.4768,9994.51,10575.12,p,20,z_66,n_4796,-,221.63,Hedland,Camden
21,-74.9541,38.9333,10502.44,10575.12,p,21,z_66,n_4796,-,507.93,Hedland,Camden
22,-75.4656,39.5156,10544.71,10575.12,p,22,z_66,n_4796,-,42.27,Hedland,Camden
23,-75.3134,39.8232,10564.46,10575.12,p,23,z_66,n_4796,-,19.75,Hedland,Camden
24,-75.1327,39.9339,10575.12,10575.12,d,24,z_66,n_4796,-,10.66,Hedland,Camden
0,-75.1327,39.9339,0.0,3078.43,o,0,n_4796,z_106,-,0.0,Camden,PDM
1,-75.3134,39.8232,10.66,3078.43,p,1,n_4796,z_106,-,10.66,Camden,PDM
2,-75.4656,39.5156,30.41,3078.43,p,2,n_4796,z_106,-,19.75,Camden,PDM
3,-74.9541,38.9333,72.68,3078.43,p,3,n_4796,z_106,-,42.27,Camden,PDM
4,-44.4947,-1.9866,3042.58,3078.43,p,4,n_4796,z_106,-,2969.9,Camden,PDM
5,-44.3699,-2.3148,3063.56,3078.43,p,5,n_4796,z_106,-,20.98,Camden,PDM
6,-44.3797,-2.5636,3078.43,3078.43,d,6,n_4796,z_106,-,14.8699999999999,Camden,PDM
0,-75.1327,39.9339,0.0,7855.42,o,0,n_4796,z_89,-,0.0,Camden,Dongjiakou
1,-75.3134,39.8232,10.66,7855.42,p,1,n_4796,z_89,-,10.66,Camden,Dongjiakou
2,-75.4656,39.5156,30.41,7855.42,p,2,n_4796,z_89,-,19.75,Camden,Dongjiakou
3,-74.9541,38.9333,72.68,7855.42,p,3,n_4796,z_89,-,42.27,Camden,Dongjiakou
4,-65.4759,43.4768,580.61,7855.42,p,4,n_4796,z_89,-,507.93,Camden,Dongjiakou
5,-60.976,45.2752,802.24,7855.42,p,5,n_4796,z_89,-,221.63,Camden,Dongjiakou
6,-60.1389,45.7857,848.99,7855.42,p,6,n_4796,z_89,-,46.75,Camden,Dongjiakou
7,-59.8185,46.1673,875.52,7855.42,p,7,n_4796,z_89,-,26.53,Camden,Dongjiakou
8,-59.3983,47.8951,980.66,7855.42,p,8,n_4796,z_89,-,105.14,Camden,Dongjiakou
9,-57.3853,50.7099,1167.25,7855.42,p,9,n_4796,z_89,-,186.59,Camden,Dongjiakou
10,-55.782,52.1287,1271.6,7855.42,p,10,n_4796,z_89,-,104.35,Camden,Dongjiakou
11,-55.7651,52.2783,1280.61,7855.42,p,11,n_4796,z_89,-,9.00999999999999,Camden,Dongjiakou
12,-55.7577,53.1479,1332.87,7855.42,p,12,n_4796,z_89,-,52.26,Camden,Dongjiakou
13,-61.2828,66.6339,2160.35,7855.42,p,13,n_4796,z_89,-,827.48,Camden,Dongjiakou
14,-79.5894,75.4497,2795.17,7855.42,p,14,n_4796,z_89,-,634.82,Camden,Dongjiakou
15,-81.1136,75.7741,2825.23,7855.42,p,15,n_4796,z_89,-,30.0599999999999,Camden,Dongjiakou
16,-88.6221,76.4101,2940.51,7855.42,p,16,n_4796,z_89,-,115.28,Camden,Dongjiakou
17,-95.7704,77.0716,3047.03,7855.42,p,17,n_4796,z_89,-,106.52,Camden,Dongjiakou
18,-105.2232,77.1695,3174.08,7855.42,p,18,n_4796,z_89,-,127.05,Camden,Dongjiakou
19,-119.1619,77.3199,3359.43,7855.42,p,19,n_4796,z_89,-,185.35,Camden,Dongjiakou
20,-166.2184,68.8812,4289.45,7855.42,p,20,n_4796,z_89,-,930.02,Camden,Dongjiakou
21,-169.6534,66.068,4476.45,7855.42,p,21,n_4796,z_89,-,187.0,Camden,Dongjiakou
22,-172.2387,64.409,4595.74,7855.42,p,22,n_4796,z_89,-,119.29,Camden,Dongjiakou
23,-172.6533,64.3311,4607.52,7855.42,p,23,n_4796,z_89,-,11.7800000000007,Camden,Dongjiakou
24,160.0497,53.102,5681.92,7855.42,p,24,n_4796,z_89,-,1074.4,Camden,Dongjiakou
25,158.2822,51.9704,5775.81,7855.42,p,25,n_4796,z_89,-,93.8900000000003,Camden,Dongjiakou
26,156.6731,50.8721,5865.28,7855.42,p,26,n_4796,z_89,-,89.4699999999993,Camden,Dongjiakou
27,143.4337,46.0412,6467.12,7855.42,p,27,n_4796,z_89,-,601.84,Camden,Dongjiakou
28,141.9195,45.5095,6538.27,7855.42,p,28,n_4796,z_89,-,71.1500000000005,Camden,Dongjiakou
29,128.9108,35.047,7402.32,7855.42,p,29,n_4796,z_89,-,864.049999999999,Camden,Dongjiakou
30,127.3454,34.4565,7487.41,7855.42,p,30,n_4796,z_89,-,85.0900000000001,Camden,Dongjiakou
31,126.5232,34.3014,7529.28,7855.42,p,31,n_4796,z_89,-,41.8699999999999,Camden,Dongjiakou
32,120.2344,36.0287,7855.41,7855.42,d,32,n_4796,z_89,-,326.13,Camden,Dongjiakou
0,-75.1327,39.9339,0.0,4951.12,o,0,n_4796,n_4941,-,0.0,Camden,Monfalcone
1,-75.3134,39.8232,10.6599999999999,4951.12,p,1,n_4796,n_4941,-,10.6599999999999,Camden,Monfalcone
2,-75.4656,39.5156,30.4099999999999,4951.12,p,2,n_4796,n_4941,-,19.75,Camden,Monfalcone
3,-74.9541,38.9333,72.6800000000003,4951.12,p,3,n_4796,n_4941,-,42.2700000000004,Camden,Monfalcone
4,-8.9927,37.0272,3132.78,4951.12,p,4,n_4796,n_4941,-,3060.1,Camden,Monfalcone
5,-5.6109,36.0128,3307.25,4951.12,p,5,n_4796,n_4941,-,174.47,Camden,Monfalcone
6,15.5218,38.2963,4327.8,4951.12,p,6,n_4796,n_4941,-,1020.55,Camden,Monfalcone
7,15.6436,38.0127,4345.75,4951.12,p,7,n_4796,n_4941,-,17.95,Camden,Monfalcone
8,16.0607,37.9382,4366.04,4951.12,p,8,n_4796,n_4941,-,20.29,Camden,Monfalcone
9,18.3442,39.8046,4520.83,4951.12,p,9,n_4796,n_4941,-,154.79,Camden,Monfalcone
10,18.5095,40.1371,4542.18,4951.12,p,10,n_4796,n_4941,-,21.35,Camden,Monfalcone
11,13.9038,44.7817,4887.66,4951.12,p,11,n_4796,n_4941,-,345.48,Camden,Monfalcone
12,13.5086,45.496,4933.69,4951.12,p,12,n_4796,n_4941,-,46.03,Camden,Monfalcone
13,13.5474,45.7628,4949.79,4951.12,p,13,n_4796,n_4941,-,16.1,Camden,Monfalcone
14,13.5547,45.7846,4951.13,4951.12,d,14,n_4796,n_4941,-,1.34,Camden,Monfalcone
0,-75.1327,39.9339,0.0,3699.74,o,0,n_4796,n_2060,-,0.0,Camden,Kamsar
1,-75.3134,39.8232,10.66,3699.74,p,1,n_4796,n_2060,-,10.66,Camden,Kamsar
2,-75.4656,39.5156,30.41,3699.74,p,2,n_4796,n_2060,-,19.75,Camden,Kamsar
3,-74.9541,38.9333,72.68,3699.74,p,3,n_4796,n_2060,-,42.27,Camden,Kamsar
4,-15.0086,10.7938,3675.56,3699.74,p,4,n_4796,n_2060,-,3602.88,Camden,Kamsar
5,-14.629,10.6418,3699.75,3699.74,d,5,n_4796,n_2060,-,24.1900000000001,Camden,Kamsar
0,-75.1327,39.9339,0.0,1575.44,o,0,n_4796,n_1375,-,0.0,Camden,Convent
1,-75.3134,39.8232,10.66,1575.44,p,1,n_4796,n_1375,-,10.66,Camden,Convent
2,-75.4656,39.5156,30.41,1575.44,p,2,n_4796,n_1375,-,19.75,Camden,Convent
3,-75.0505,38.4256,98.57,1575.44,p,3,n_4796,n_1375,-,68.16,Camden,Convent
4,-75.6599,36.1035,240.75,1575.44,p,4,n_4796,n_1375,-,142.18,Camden,Convent
5,-75.732,35.8253,257.79,1575.44,p,5,n_4796,n_1375,-,17.04,Camden,Convent
6,-80.4066,25.1909,938.66,1575.44,p,6,n_4796,n_1375,-,680.87,Camden,Convent
7,-81.0997,25.13,976.57,1575.44,p,7,n_4796,n_1375,-,37.9100000000001,Camden,Convent
8,-90.1828,29.8426,1537.0,1575.44,p,8,n_4796,n_1375,-,560.43,Camden,Convent
9,-90.8748,30.0647,1575.44,1575.44,d,9,n_4796,n_1375,-,38.4400000000001,Camden,Convent
0,-75.1327,39.9339,0.0,7999.2,o,0,n_4796,n_1419,-,0.0,Camden,Qinhuangdao
1,-75.3134,39.8232,10.66,7999.2,p,1,n_4796,n_1419,-,10.66,Camden,Qinhuangdao
2,-75.4656,39.5156,30.41,7999.2,p,2,n_4796,n_1419,-,19.75,Camden,Qinhuangdao
3,-74.9541,38.9333,72.68,7999.2,p,3,n_4796,n_1419,-,42.27,Camden,Qinhuangdao
4,-65.4759,43.4768,580.61,7999.2,p,4,n_4796,n_1419,-,507.93,Camden,Qinhuangdao
5,-60.976,45.2752,802.24,7999.2,p,5,n_4796,n_1419,-,221.63,Camden,Qinhuangdao
6,-60.1389,45.7857,848.99,7999.2,p,6,n_4796,n_1419,-,46.75,Camden,Qinhuangdao
7,-59.8185,46.1673,875.52,7999.2,p,7,n_4796,n_1419,-,26.53,Camden,Qinhuangdao
8,-59.3983,47.8951,980.66,7999.2,p,8,n_4796,n_1419,-,105.14,Camden,Qinhuangdao
9,-57.3853,50.7099,1167.25,7999.2,p,9,n_4796,n_1419,-,186.59,Camden,Qinhuangdao
10,-55.782,52.1287,1271.6,7999.2,p,10,n_4796,n_1419,-,104.35,Camden,Qinhuangdao
11,-55.7651,52.2783,1280.61,7999.2,p,11,n_4796,n_1419,-,9.00999999999999,Camden,Qinhuangdao
12,-55.7577,53.1479,1332.87,7999.2,p,12,n_4796,n_1419,-,52.26,Camden,Qinhuangdao
13,-61.2828,66.6339,2160.35,7999.2,p,13,n_4796,n_1419,-,827.48,Camden,Qinhuangdao
14,-79.5894,75.4497,2795.17,7999.2,p,14,n_4796,n_1419,-,634.82,Camden,Qinhuangdao
15,-81.1136,75.7741,2825.23,7999.2,p,15,n_4796,n_1419,-,30.0599999999999,Camden,Qinhuangdao
16,-88.6221,76.4101,2940.51,7999.2,p,16,n_4796,n_1419,-,115.28,Camden,Qinhuangdao
17,-95.7704,77.0716,3047.03,7999.2,p,17,n_4796,n_1419,-,106.52,Camden,Qinhuangdao
18,-105.2232,77.1695,3174.08,7999.2,p,18,n_4796,n_1419,-,127.05,Camden,Qinhuangdao
19,-119.1619,77.3199,3359.43,7999.2,p,19,n_4796,n_1419,-,185.35,Camden,Qinhuangdao
20,-166.2184,68.8812,4289.45,7999.2,p,20,n_4796,n_1419,-,930.02,Camden,Qinhuangdao
21,-169.6534,66.068,4476.45,7999.2,p,21,n_4796,n_1419,-,187.0,Camden,Qinhuangdao
22,-172.2387,64.409,4595.74,7999.2,p,22,n_4796,n_1419,-,119.29,Camden,Qinhuangdao
23,-172.6533,64.3311,4607.52,7999.2,p,23,n_4796,n_1419,-,11.7800000000007,Camden,Qinhuangdao
24,160.0497,53.102,5681.92,7999.2,p,24,n_4796,n_1419,-,1074.4,Camden,Qinhuangdao
25,158.2822,51.9704,5775.81,7999.2,p,25,n_4796,n_1419,-,93.8900000000003,Camden,Qinhuangdao
26,156.6731,50.8721,5865.28,7999.2,p,26,n_4796,n_1419,-,89.4699999999993,Camden,Qinhuangdao
27,143.4337,46.0412,6467.12,7999.2,p,27,n_4796,n_1419,-,601.84,Camden,Qinhuangdao
28,141.9195,45.5095,6538.27,7999.2,p,28,n_4796,n_1419,-,71.1500000000005,Camden,Qinhuangdao
29,128.9108,35.047,7402.32,7999.2,p,29,n_4796,n_1419,-,864.049999999999,Camden,Qinhuangdao
30,127.3454,34.4565,7487.41,7999.2,p,30,n_4796,n_1419,-,85.0900000000001,Camden,Qinhuangdao
31,126.5232,34.3014,7529.28,7999.2,p,31,n_4796,n_1419,-,41.8699999999999,Camden,Qinhuangdao
32,119.677,39.9144,7999.2,7999.2,d,32,n_4796,n_1419,-,469.92,Camden,Qinhuangdao
0,-75.1327,39.9339,0.0,5985.44,o,0,n_4796,n_2028,-,0.0,Camden,San Lorenzo
1,-75.3134,39.8232,10.66,5985.44,p,1,n_4796,n_2028,-,10.66,Camden,San Lorenzo
2,-75.4656,39.5156,30.41,5985.44,p,2,n_4796,n_2028,-,19.75,Camden,San Lorenzo
3,-74.9541,38.9333,72.68,5985.44,p,3,n_4796,n_2028,-,42.27,Camden,San Lorenzo
4,-35.3939,-5.2489,3508.43,5985.44,p,4,n_4796,n_2028,-,3435.75,Camden,San Lorenzo
5,-34.7987,-7.1767,3628.91,5985.44,p,5,n_4796,n_2028,-,120.48,Camden,San Lorenzo
6,-34.9381,-8.3028,3696.67,5985.44,p,6,n_4796,n_2028,-,67.7600000000002,Camden,San Lorenzo
7,-39.7911,-19.6002,4428.37,5985.44,p,7,n_4796,n_2028,-,731.7,Camden,San Lorenzo
8,-40.9782,-21.9841,4585.73,5985.44,p,8,n_4796,n_2028,-,157.36,Camden,San Lorenzo
9,-54.1483,-34.6629,5614.22,5985.44,p,9,n_4796,n_2028,-,1028.49,Camden,San Lorenzo
10,-56.1333,-34.933,5713.63,5985.44,p,10,n_4796,n_2028,-,99.4099999999998,Camden,San Lorenzo
11,-57.8525,-34.4666,5803.15,5985.44,p,11,n_4796,n_2028,-,89.5199999999995,Camden,San Lorenzo
12,-59.99,-33.3803,5928.13,5985.44,p,12,n_4796,n_2028,-,124.98,Camden,San Lorenzo
13,-60.7343,-32.6575,5985.44,5985.44,d,13,n_4796,n_2028,-,57.3099999999995,Camden,San Lorenzo
0,-75.1327,39.9339,0.0,9449.56,o,0,n_4796,n_2420,-,0.0,Camden,Paradip
1,-75.3134,39.8232,10.66,9449.56,p,1,n_4796,n_2420,-,10.66,Camden,Paradip
2,-75.4656,39.5156,30.41,9449.56,p,2,n_4796,n_2420,-,19.75,Camden,Paradip
3,-74.9541,38.9333,72.68,9449.56,p,3,n_4796,n_2420,-,42.27,Camden,Paradip
4,-8.9927,37.0272,3132.78,9449.56,p,4,n_4796,n_2420,-,3060.1,Camden,Paradip
5,-5.6109,36.0128,3307.25,9449.56,p,5,n_4796,n_2420,-,174.47,Camden,Paradip
6,9.7447,37.3399,4051.82,9449.56,p,6,n_4796,n_2420,-,744.57,Camden,Paradip
7,31.9408,31.5172,5204.13,9449.56,p,7,n_4796,n_2420,-,1152.31,Camden,Paradip
8,32.4917,30.165,5289.93,9449.56,p,8,n_4796,n_2420,-,85.8000000000002,Camden,Paradip
9,33.2328,28.5725,5392.85,9449.56,p,9,n_4796,n_2420,-,102.92,Camden,Paradip
10,43.4716,12.6883,6502.18,9449.56,p,10,n_4796,n_2420,-,1109.33,Camden,Paradip
11,43.946,12.6032,6530.47,9449.56,p,11,n_4796,n_2420,-,28.29,Camden,Paradip
12,77.5104,8.083,8532.16,9449.56,p,12,n_4796,n_2420,-,2001.69,Camden,Paradip
13,79.4443,9.1635,8663.97,9449.56,p,13,n_4796,n_2420,-,131.809999999999,Camden,Paradip
14,86.6765,20.2786,9449.56,9449.56,d,14,n_4796,n_2420,-,785.59,Camden,Paradip
0,-75.1327,39.9339,0.0,10575.12,o,0,n_4796,z_66,-,0.0,Camden,Hedland
1,-75.3134,39.8232,10.66,10575.12,p,1,n_4796,z_66,-,10.66,Camden,Hedland
2,-75.4656,39.5156,30.41,10575.12,p,2,n_4796,z_66,-,19.75,Camden,Hedland
3,-74.9541,38.9333,72.68,10575.12,p,3,n_4796,z_66,-,42.27,Camden,Hedland
4,-65.4759,43.4768,580.61,10575.12,p,4,n_4796,z_66,-,507.93,Camden,Hedland
5,-60.976,45.2752,802.24,10575.12,p,5,n_4796,z_66,-,221.63,Camden,Hedland
6,-60.1389,45.7857,848.99,10575.12,p,6,n_4796,z_66,-,46.75,Camden,Hedland
7,-59.8185,46.1673,875.52,10575.12,p,7,n_4796,z_66,-,26.53,Camden,Hedland
8,-59.3983,47.8951,980.66,10575.12,p,8,n_4796,z_66,-,105.14,Camden,Hedland
9,-57.3853,50.7099,1167.25,10575.12,p,9,n_4796,z_66,-,186.59,Camden,Hedland
10,-55.782,52.1287,1271.6,10575.12,p,10,n_4796,z_66,-,104.35,Camden,Hedland
11,-55.7651,52.2783,1280.61,10575.12,p,11,n_4796,z_66,-,9.00999999999999,Camden,Hedland
12,-55.7577,53.1479,1332.87,10575.12,p,12,n_4796,z_66,-,52.26,Camden,Hedland
13,-61.2828,66.6339,2160.35,10575.12,p,13,n_4796,z_66,-,827.48,Camden,Hedland
14,-79.5894,75.4497,2795.17,10575.12,p,14,n_4796,z_66,-,634.82,Camden,Hedland
15,-81.1136,75.7741,2825.23,10575.12,p,15,n_4796,z_66,-,30.0599999999999,Camden,Hedland
16,-88.6221,76.4101,2940.51,10575.12,p,16,n_4796,z_66,-,115.28,Camden,Hedland
17,-95.7704,77.0716,3047.03,10575.12,p,17,n_4796,z_66,-,106.52,Camden,Hedland
18,-105.2232,77.1695,3174.08,10575.12,p,18,n_4796,z_66,-,127.05,Camden,Hedland
19,-119.1619,77.3199,3359.43,10575.12,p,19,n_4796,z_66,-,185.35,Camden,Hedland
20,-166.2184,68.8812,4289.45,10575.12,p,20,n_4796,z_66,-,930.02,Camden,Hedland
21,-169.6534,66.068,4476.45,10575.12,p,21,n_4796,z_66,-,187.0,Camden,Hedland
22,-172.2387,64.409,4595.74,10575.12,p,22,n_4796,z_66,-,119.29,Camden,Hedland
23,127.634,1.8325,9147.99,10575.12,p,23,n_4796,z_66,-,4552.25,Camden,Hedland
24,118.5795,-20.3285,10575.12,10575.12,d,24,n_4796,z_66,-,1427.13,Camden,Hedland
