id,longitude,latitude,cumulative_dist,path_len,point_type,move_time,origin,destination,connector,partial_dist,origin_portname,destination_portname
23,-57.3853,50.7099,6831.95,7999.2,p,23,n_1419,n_4796,-,104.35,Qinhuangdao,Camden
24,-59.3983,47.8951,7018.54,7999.2,p,24,n_1419,n_4796,-,186.59,Qinhuangdao,Camden
25,-59.8185,46.1673,7123.68,7999.2,p,25,n_1419,n_4796,-,105.14,Qinhuangdao,Camden
26,-60.1389,45.7857,7150.21,7999.2,p,26,n_1419,n_4796,-,26.53,Qinhuangdao,Camden
27,-60.976,45.2752,7196.96,7999.2,p,27,n_1419,n_4796,-,46.75,Qinhuangdao,Camden
28,-65.4759,43.4768,7418.59,7999.2,p,28,n_1419,n_4796,-,221.63,Qinhuangdao,Camden
29,-74.9541,38.9333,7926.52,7999.2,p,29,n_1419,n_4796,-,507.93,Qinhuangdao,Camden
30,-75.4656,39.5156,7968.79,7999.2,p,30,n_1419,n_4796,-,42.27,Qinhuangdao,Camden
31,-75.3134,39.8232,7988.54,7999.2,p,31,n_1419,n_4796,-,19.75,Qinhuangdao,Camden
32,-75.1327,39.9339,7999.2,7999.2,d,32,n_1419,n_4796,-,10.66,Qinhuangdao,Camden
0,-60.7343,-32.6575,0.0,3055.83,o,0,n_2028,z_106,-,0.0,San Lorenzo,PDM
1,-59.99,-33.3803,57.3000000000002,3055.83,p,1,n_2028,z_106,-,57.3000000000002,San Lorenzo,PDM
2,-57.8525,-34.4666,182.29,3055.83,p,2,n_2028,z_106,-,124.99,San Lorenzo,PDM
3,-56.1333,-34.933,271.81,3055.83,p,3,n_2028,z_106,-,89.52,San Lorenzo,PDM
4,-54.1483,-34.6629,371.21,3055.83,p,4,n_2028,z_106,-,99.4000000000001,San Lorenzo,PDM
5,-40.9782,-21.9841,1399.7,3055.83,p,5,n_2028,z_106,-,1028.49,San Lorenzo,PDM
6,-39.7911,-19.6002,1557.06,3055.83,p,6,n_2028,z_106,-,157.36,San Lorenzo,PDM
7,-34.9381,-8.3028,2288.77,3055.83,p,7,n_2028,z_106,-,731.71,San Lorenzo,PDM
8,-34.7987,-7.1767,2356.53,3055.83,p,8,n_2028,z_106,-,67.76,San Lorenzo,PDM
9,-35.3939,-5.2489,2477.01,3055.83,p,9,n_2028,z_106,-,120.48,San Lorenzo,PDM
10,-39.987,-2.8536,2787.31,3055.83,p,10,n_2028,z_106,-,310.3,San Lorenzo,PDM
11,-43.4255,-2.3433,2996.01,3055.83,p,11,n_2028,z_106,-,208.7,San Lorenzo,PDM
12,-44.0424,-2.4224,3033.36,3055.83,p,12,n_2028,z_106,-,37.35,San Lorenzo,PDM
13,-44.2894,-2.4854,3048.66,3055.83,p,13,n_2028,z_106,-,15.3,San Lorenzo,PDM
14,-44.3797,-2.5636,3055.82,3055.83,d,14,n_2028,z_106,-,7.16,San Lorenzo,PDM
0,-60.7343,-32.6575,0.0,11135.64,o,0,n_2028,z_89,-,0.0,San Lorenzo,Dongjiakou
1,-59.99,-33.3803,57.2999999999993,11135.64,p,1,n_2028,z_89,-,57.2999999999993,San Lorenzo,Dongjiakou
2,-57.9999,-34.709,184.49,11135.64,p,2,n_2028,z_89,-,127.190000000001,San Lorenzo,Dongjiakou
3,-57.2542,-35.251,233.539999999999,11135.64,p,3,n_2028,z_89,-,49.0499999999993,San Lorenzo,Dongjiakou
4,70.2232,-49.6803,5240.58,11135.64,p,4,n_2028,z_89,-,5007.04,San Lorenzo,Dongjiakou
5,105.7258,-5.8857,8416.27,11135.64,p,5,n_2028,z_89,-,3175.69,San Lorenzo,Dongjiakou
6,121.5451,28.3401,10657.25,11135.64,p,6,n_2028,z_89,-,2240.98,San Lorenzo,Dongjiakou
7,121.9856,29.2614,10717.07,11135.64,p,7,n_2028,z_89,-,59.82,San Lorenzo,Dongjiakou
8,121.911,31.7371,10865.32,11135.64,p,8,n_2028,z_89,-,148.25,San Lorenzo,Dongjiakou
9,120.2344,36.0287,11135.64,11135.64,d,9,n_2028,z_89,-,270.32,San Lorenzo,Dongjiakou
0,-60.7343,-32.6575,0.0,7051.14,o,0,n_2028,n_4941,-,0.0,San Lorenzo,Monfalcone
1,-59.99,-33.3803,57.3000000000002,7051.14,p,1,n_2028,n_4941,-,57.3000000000002,San Lorenzo,Monfalcone
2,-57.8525,-34.4666,182.29,7051.14,p,2,n_2028,n_4941,-,124.99,San Lorenzo,Monfalcone
3,-56.1333,-34.933,271.81,7051.14,p,3,n_2028,n_4941,-,89.5200000000004,San Lorenzo,Monfalcone
4,-54.1483,-34.6629,371.21,7051.14,p,4,n_2028,n_4941,-,99.3999999999996,San Lorenzo,Monfalcone
5,-40.9782,-21.9841,1399.7,7051.14,p,5,n_2028,n_4941,-,1028.49,San Lorenzo,Monfalcone
6,-14.4619,26.191,4665.91,7051.14,p,6,n_2028,n_4941,-,3266.21,San Lorenzo,Monfalcone
7,-9.2561,32.5734,5135.18,7051.14,p,7,n_2028,n_4941,-,469.27,San Lorenzo,Monfalcone
8,-5.9047,35.7929,5390.12,7051.14,p,8,n_2028,n_4941,-,254.94,San Lorenzo,Monfalcone
9,15.5218,38.2963,6427.81,7051.14,p,9,n_2028,n_4941,-,1037.69,San Lorenzo,Monfalcone
10,15.6436,38.0127,6445.76,7051.14,p,10,n_2028,n_4941,-,17.95,San Lorenzo,Monfalcone
11,16.0607,37.9382,6466.05,7051.14,p,11,n_2028,n_4941,-,20.29,San Lorenzo,Monfalcone
12,18.3442,39.8046,6620.84,7051.14,p,12,n_2028,n_4941,-,154.79,San Lorenzo,Monfalcone
13,18.5095,40.1371,6642.19,7051.14,p,13,n_2028,n_4941,-,21.35,San Lorenzo,Monfalcone
14,13.9038,44.7817,6987.67,7051.14,p,14,n_2028,n_4941,-,345.48,San Lorenzo,Monfalcone
15,13.5086,45.496,7033.7,7051.14,p,15,n_2028,n_4941,-,46.03,San Lorenzo,Monfalcone
16,13.5474,45.7628,7049.8,7051.14,p,16,n_2028,n_4941,-,16.1,San Lorenzo,Monfalcone
17,13.5547,45.7846,7051.14,7051.14,d,17,n_2028,n_4941,-,1.34,San Lorenzo,Monfalcone
0,-60.7343,-32.6575,0.0,3891.68,o,0,n_2028,n_2060,-,0.0,San Lorenzo,Kamsar
1,-59.99,-33.3803,57.3000000000002,3891.68,p,1,n_2028,n_2060,-,57.3000000000002,San Lorenzo,Kamsar
2,-57.8525,-34.4666,182.29,3891.68,p,2,n_2028,n_2060,-,124.99,San Lorenzo,Kamsar
3,-56.1333,-34.933,271.81,3891.68,p,3,n_2028,n_2060,-,89.52,San Lorenzo,Kamsar
4,-54.1483,-34.6629,371.21,3891.68,p,4,n_2028,n_2060,-,99.4000000000001,San Lorenzo,Kamsar
5,-14.629,10.6418,3891.67,3891.68,d,5,n_2028,n_2060,-,3520.46,San Lorenzo,Kamsar
0,-60.7343,-32.6575,0.0,6304.03,o,0,n_2028,n_1375,-,0.0,San Lorenzo,Convent
1,-59.99,-33.3803,57.3000000000002,6304.03,p,1,n_2028,n_1375,-,57.3000000000002,San Lorenzo,Convent
2,-57.8525,-34.4666,182.280000000001,6304.03,p,2,n_2028,n_1375,-,124.98,San Lorenzo,Convent
3,-56.1333,-34.933,271.8,6304.03,p,3,n_2028,n_1375,-,89.5199999999995,San Lorenzo,Convent
4,-54.1483,-34.6629,371.21,6304.03,p,4,n_2028,n_1375,-,99.4099999999998,San Lorenzo,Convent
5,-40.9782,-21.9841,1399.7,6304.03,p,5,n_2028,n_1375,-,1028.49,San Lorenzo,Convent
6,-39.7911,-19.6002,1557.06,6304.03,p,6,n_2028,n_1375,-,157.36,San Lorenzo,Convent
7,-34.9381,-8.3028,2288.77,6304.03,p,7,n_2028,n_1375,-,731.71,San Lorenzo,Convent
8,-34.7987,-7.1767,2356.52,6304.03,p,8,n_2028,n_1375,-,67.75,San Lorenzo,Convent
9,-35.3939,-5.2489,2477.01,6304.03,p,9,n_2028,n_1375,-,120.49,San Lorenzo,Convent
10,-67.1803,17.9411,4816.19,6304.03,p,10,n_2028,n_1375,-,2339.18,San Lorenzo,Convent
11,-69.1868,19.3018,4956.49,6304.03,p,11,n_2028,n_1375,-,140.3,San Lorenzo,Convent
12,-81.0997,25.13,5705.15,6304.03,p,12,n_2028,n_1375,-,748.66,San Lorenzo,Convent
13,-90.1828,29.8426,6265.58,6304.03,p,13,n_2028,n_1375,-,560.43,San Lorenzo,Convent
14,-90.8748,30.0647,6304.02,6304.03,d,14,n_2028,n_1375,-,38.44,San Lorenzo,Convent
0,-60.7343,-32.6575,0.0,11401.2,o,0,n_2028,n_1419,-,0.0,San Lorenzo,Qinhuangdao
1,-59.99,-33.3803,57.3000000000011,11401.2,p,1,n_2028,n_1419,-,57.3000000000011,San Lorenzo,Qinhuangdao
2,-57.9999,-34.709,184.490000000002,11401.2,p,2,n_2028,n_1419,-,127.190000000001,San Lorenzo,Qinhuangdao
3,-57.2542,-35.251,233.540000000001,11401.2,p,3,n_2028,n_1419,-,49.0499999999993,San Lorenzo,Qinhuangdao
4,70.2232,-49.6803,5240.58,11401.2,p,4,n_2028,n_1419,-,5007.04,San Lorenzo,Qinhuangdao
5,105.7258,-5.8857,8416.27,11401.2,p,5,n_2028,n_1419,-,3175.69,San Lorenzo,Qinhuangdao
6,121.5451,28.3401,10657.25,11401.2,p,6,n_2028,n_1419,-,2240.98,San Lorenzo,Qinhuangdao
7,121.9856,29.2614,10717.08,11401.2,p,7,n_2028,n_1419,-,59.83,San Lorenzo,Qinhuangdao
8,122.4624,37.1349,11189.2,11401.2,p,8,n_2028,n_1419,-,472.12,San Lorenzo,Qinhuangdao
9,119.677,39.9144,11401.2,11401.2,d,9,n_2028,n_1419,-,212.0,San Lorenzo,Qinhuangdao
0,-60.7343,-32.6575,0.0,9005.56,o,0,n_2028,n_2420,-,0.0,San Lorenzo,Paradip
1,-59.99,-33.3803,57.2999999999993,9005.56,p,1,n_2028,n_2420,-,57.2999999999993,San Lorenzo,Paradip
2,-57.8525,-34.4666,182.279999999999,9005.56,p,2,n_2028,n_2420,-,124.98,San Lorenzo,Paradip
3,46.99,-24.9779,5431.91,9005.56,p,3,n_2028,n_2420,-,5249.63,San Lorenzo,Paradip
4,79.4443,9.1635,8219.96,9005.56,p,4,n_2028,n_2420,-,2788.05,San Lorenzo,Paradip
5,86.6765,20.2786,9005.56,9005.56,d,5,n_2028,n_2420,-,785.6,San Lorenzo,Paradip
0,-60.7343,-32.6575,0.0,8169.38,o,0,n_2028,z_66,-,0.0,San Lorenzo,Hedland
1,-59.99,-33.3803,57.3000000000002,8169.38,p,1,n_2028,z_66,-,57.3000000000002,San Lorenzo,Hedland
2,-57.9999,-34.709,184.49,8169.38,p,2,n_2028,z_66,-,127.19,San Lorenzo,Hedland
3,-57.2542,-35.251,233.53,8169.38,p,3,n_2028,z_66,-,49.04,San Lorenzo,Hedland
4,70.2232,-49.6803,5240.58,8169.38,p,4,n_2028,z_66,-,5007.05,San Lorenzo,Hedland
5,114.0357,-21.8488,7894.66,8169.38,p,5,n_2028,z_66,-,2654.08,San Lorenzo,Hedland
6,116.792,-20.5401,8067.87,8169.38,p,6,n_2028,z_66,-,173.21,San Lorenzo,Hedland
7,118.5795,-20.3285,8169.38,8169.38,d,7,n_2028,z_66,-,101.51,San Lorenzo,Hedland
0,-60.7343,-32.6575,0.0,5985.44,o,0,n_2028,n_4796,-,0.0,San Lorenzo,Camden
1,-59.99,-33.3803,57.3099999999995,5985.44,p,1,n_2028,n_4796,-,57.3099999999995,San Lorenzo,Camden
2,-57.8525,-34.4666,182.29,5985.44,p,2,n_2028,n_4796,-,124.98,San Lorenzo,Camden
3,-56.1333,-34.933,271.809999999999,5985.44,p,3,n_2028,n_4796,-,89.5199999999995,San Lorenzo,Camden
4,-54.1483,-34.6629,371.219999999999,5985.44,p,4,n_2028,n_4796,-,99.4099999999998,San Lorenzo,Camden
5,-40.9782,-21.9841,1399.71,5985.44,p,5,n_2028,n_4796,-,1028.49,San Lorenzo,Camden
6,-39.7911,-19.6002,1557.07,5985.44,p,6,n_2028,n_4796,-,157.36,San Lorenzo,Camden
7,-34.9381,-8.3028,2288.77,5985.44,p,7,n_2028,n_4796,-,731.7,San Lorenzo,Camden
8,-34.7987,-7.1767,2356.53,5985.44,p,8,n_2028,n_4796,-,67.7600000000002,San Lorenzo,Camden
9,-35.3939,-5.2489,2477.01,5985.44,p,9,n_2028,n_4796,-,120.48,San Lorenzo,Camden
10,-74.9541,38.9333,5912.76,5985.44,p,10,n_2028,n_4796,-,3435.75,San Lorenzo,Camden
11,-75.4656,39.5156,5955.03,5985.44,p,11,n_2028,n_4796,-,42.27,San Lorenzo,Camden
12,-75.3134,39.8232,5974.78,5985.44,p,12,n_2028,n_4796,-,19.75,San Lorenzo,Camden
13,-75.1327,39.9339,5985.44,5985.44,d,13,n_2028,n_4796,-,10.66,San Lorenzo,Camden
0,86.6765,20.2786,0.0,9211.52,o,0,n_2420,z_106,-,0.0,Paradip,PDM
1,79.4443,9.1635,785.6,9211.52,p,1,n_2420,z_106,-,785.6,Paradip,PDM
2,46.99,-24.9779,3573.65,9211.52,p,2,n_2420,z_106,-,2788.05,Paradip,PDM
3,25.5767,-34.0283,4815.26,9211.52,p,3,n_2420,z_106,-,1241.61,Paradip,PDM
4,19.9999,-34.8165,5096.03,9211.52,p,4,n_2420,z_106,-,280.77,Paradip,PDM
5,-35.3939,-5.2489,8632.71,9211.52,p,5,n_2420,z_106,-,3536.68,Paradip,PDM
6,-39.987,-2.8536,8943.0,9211.52,p,6,n_2420,z_106,-,310.290000000001,Paradip,PDM
7,-43.4255,-2.3433,9151.71,9211.52,p,7,n_2420,z_106,-,208.709999999999,Paradip,PDM
8,-44.0424,-2.4224,9189.06,9211.52,p,8,n_2420,z_106,-,37.3500000000004,Paradip,PDM
9,-44.2894,-2.4854,9204.36,9211.52,p,9,n_2420,z_106,-,15.3000000000011,Paradip,PDM
10,-44.3797,-2.5636,9211.52,9211.52,d,10,n_2420,z_106,-,7.15999999999986,Paradip,PDM
0,86.6765,20.2786,0.0,3926.39,o,0,n_2420,z_89,-,0.0,Paradip,Dongjiakou
1,101.3074,2.8409,1349.41,3926.39,p,1,n_2420,z_89,-,1349.41,Paradip,Dongjiakou
2,103.465,1.313,1507.9,3926.39,p,2,n_2420,z_89,-,158.49,Paradip,Dongjiakou
3,104.2085,1.3668,1552.69,3926.39,p,3,n_2420,z_89,-,44.79,Paradip,Dongjiakou
4,119.6501,25.3674,3243.14,3926.39,p,4,n_2420,z_89,-,1690.45,Paradip,Dongjiakou
5,121.5451,28.3401,3448.0,3926.39,p,5,n_2420,z_89,-,204.86,Paradip,Dongjiakou
6,121.9856,29.2614,3507.82,3926.39,p,6,n_2420,z_89,-,59.82,Paradip,Dongjiakou
7,121.911,31.7371,3656.07,3926.39,p,7,n_2420,z_89,-,148.25,Paradip,Dongjiakou
8,120.2344,36.0287,3926.39,3926.39,d,8,n_2420,z_89,-,270.32,Paradip,Dongjiakou
0,86.6765,20.2786,0.0,5491.79,o,0,n_2420,n_4941,-,0.0,Paradip,Monfalcone
1,79.4443,9.1635,785.599999999999,5491.79,p,1,n_2420,n_4941,-,785.599999999999,Paradip,Monfalcone
2,77.5104,8.083,917.41,5491.79,p,2,n_2420,n_4941,-,131.81,Paradip,Monfalcone
3,43.946,12.6032,2919.09,5491.79,p,3,n_2420,n_4941,-,2001.68,Paradip,Monfalcone
4,43.4716,12.6883,2947.38,5491.79,p,4,n_2420,n_4941,-,28.29,Paradip,Monfalcone
5,33.2328,28.5725,4056.71,5491.79,p,5,n_2420,n_4941,-,1109.33,Paradip,Monfalcone
6,32.4917,30.165,4159.63,5491.79,p,6,n_2420,n_4941,-,102.92,Paradip,Monfalcone
7,31.9408,31.5172,4245.43,5491.79,p,7,n_2420,n_4941,-,85.8000000000002,Paradip,Monfalcone
8,23.1073,37.8344,4823.08,5491.79,p,8,n_2420,n_4941,-,577.65,Paradip,Monfalcone
9,21.9176,38.309,4886.22,5491.79,p,9,n_2420,n_4941,-,63.1400000000001,Paradip,Monfalcone
10,21.0986,38.3497,4924.96,5491.79,p,10,n_2420,n_4941,-,38.7399999999999,Paradip,Monfalcone
11,13.9038,44.7817,5428.31,5491.79,p,11,n_2420,n_4941,-,503.35,Paradip,Monfalcone
12,13.5086,45.496,5474.34,5491.79,p,12,n_2420,n_4941,-,46.03,Paradip,Monfalcone
13,13.5474,45.7628,5490.44,5491.79,p,13,n_2420,n_4941,-,16.1,Paradip,Monfalcone
14,13.5547,45.7846,5491.78,5491.79,d,14,n_2420,n_4941,-,1.34,Paradip,Monfalcone
0,86.6765,20.2786,0.0,7913.75,o,0,n_2420,n_2060,-,0.0,Paradip,Kamsar
1,79.4443,9.1635,785.6,7913.75,p,1,n_2420,n_2060,-,785.6,Paradip,Kamsar
2,77.5104,8.083,917.41,7913.75,p,2,n_2420,n_2060,-,131.81,Paradip,Kamsar
3,43.946,12.6032,2919.09,7913.75,p,3,n_2420,n_2060,-,2001.68,Paradip,Kamsar
4,43.4716,12.6883,2947.38,7913.75,p,4,n_2420,n_2060,-,28.29,Paradip,Kamsar
5,33.2328,28.5725,4056.71,7913.75,p,5,n_2420,n_2060,-,1109.33,Paradip,Kamsar
6,32.4917,30.165,4159.63,7913.75,p,6,n_2420,n_2060,-,102.92,Paradip,Kamsar
7,31.9408,31.5172,4245.44,7913.75,p,7,n_2420,n_2060,-,85.8099999999995,Paradip,Kamsar
8,9.7447,37.3399,5397.75,7913.75,p,8,n_2420,n_2060,-,1152.31,Paradip,Kamsar
9,-5.4133,35.8828,6134.35,7913.75,p,9,n_2420,n_2060,-,736.6,Paradip,Kamsar
10,-5.9047,35.7929,6158.92,7913.75,p,10,n_2420,n_2060,-,24.5699999999997,Paradip,Kamsar
11,-9.2561,32.5734,6413.86,7913.75,p,11,n_2420,n_2060,-,254.94,Paradip,Kamsar
12,-14.4619,26.191,6883.13,7913.75,p,12,n_2420,n_2060,-,469.27,Paradip,Kamsar
13,-15.8673,23.866,7041.88,7913.75,p,13,n_2420,n_2060,-,158.75,Paradip,Kamsar
14,-16.9162,21.9297,7171.43,7913.75,p,14,n_2420,n_2060,-,129.55,Paradip,Kamsar
15,-17.0908,20.8644,7235.86,7913.75,p,15,n_2420,n_2060,-,64.4299999999994,Paradip,Kamsar
16,-17.5293,14.7571,7601.71,7913.75,p,16,n_2420,n_2060,-,365.85,Paradip,Kamsar
17,-16.7545,12.4427,7747.19,7913.75,p,17,n_2420,n_2060,-,145.48,Paradip,Kamsar
18,-15.2297,11.0022,7871.52,7913.75,p,18,n_2420,n_2060,-,124.330000000001,Paradip,Kamsar
19,-15.0086,10.7938,7889.56,7913.75,p,19,n_2420,n_2060,-,18.04,Paradip,Kamsar
20,-14.629,10.6418,7913.74,7913.75,d,20,n_2420,n_2060,-,24.1799999999994,Paradip,Kamsar
0,86.6765,20.2786,0.0,10613.93,o,0,n_2420,n_1375,-,0.0,Paradip,Convent
1,79.4443,9.1635,785.6,10613.93,p,1,n_2420,n_1375,-,785.6,Paradip,Convent
2,77.5104,8.083,917.41,10613.93,p,2,n_2420,n_1375,-,131.81,Paradip,Convent
3,43.946,12.6032,2919.09,10613.93,p,3,n_2420,n_1375,-,2001.68,Paradip,Convent
4,43.4716,12.6883,2947.38,10613.93,p,4,n_2420,n_1375,-,28.29,Paradip,Convent
5,33.2328,28.5725,4056.71,10613.93,p,5,n_2420,n_1375,-,1109.33,Paradip,Convent
6,32.4917,30.165,4159.63,10613.93,p,6,n_2420,n_1375,-,102.92,Paradip,Convent
7,31.9408,31.5172,4245.44,10613.93,p,7,n_2420,n_1375,-,85.8099999999995,Paradip,Convent
8,9.7447,37.3399,5397.75,10613.93,p,8,n_2420,n_1375,-,1152.31,Paradip,Convent
9,-5.6109,36.0128,6142.31,10613.93,p,9,n_2420,n_1375,-,744.56,Paradip,Convent
10,-80.4066,25.1909,9977.16,10613.93,p,10,n_2420,n_1375,-,3834.85,Paradip,Convent
11,-81.0997,25.13,10015.06,10613.93,p,11,n_2420,n_1375,-,37.8999999999996,Paradip,Convent
12,-90.1828,29.8426,10575.49,10613.93,p,12,n_2420,n_1375,-,560.43,Paradip,Convent
13,-90.8748,30.0647,10613.93,10613.93,d,13,n_2420,n_1375,-,38.4400000000005,Paradip,Convent
0,86.6765,20.2786,0.0,4191.95,o,0,n_2420,n_1419,-,0.0,Paradip,Qinhuangdao
1,101.3074,2.8409,1349.4,4191.95,p,1,n_2420,n_1419,-,1349.4,Paradip,Qinhuangdao
2,103.465,1.313,1507.89,4191.95,p,2,n_2420,n_1419,-,158.49,Paradip,Qinhuangdao
3,104.2085,1.3668,1552.68,4191.95,p,3,n_2420,n_1419,-,44.79,Paradip,Qinhuangdao
4,119.6501,25.3674,3243.13,4191.95,p,4,n_2420,n_1419,-,1690.45,Paradip,Qinhuangdao
5,121.5451,28.3401,3447.99,4191.95,p,5,n_2420,n_1419,-,204.86,Paradip,Qinhuangdao
6,121.9856,29.2614,3507.82,4191.95,p,6,n_2420,n_1419,-,59.83,Paradip,Qinhuangdao
7,122.4624,37.1349,3979.94,4191.95,p,7,n_2420,n_1419,-,472.12,Paradip,Qinhuangdao
8,119.677,39.9144,4191.94,4191.95,d,8,n_2420,n_1419,-,212.0,Paradip,Qinhuangdao
0,86.6765,20.2786,0.0,9005.56,o,0,n_2420,n_2028,-,0.0,Paradip,San Lorenzo
1,79.4443,9.1635,785.6,9005.56,p,1,n_2420,n_2028,-,785.6,Paradip,San Lorenzo
2,46.99,-24.9779,3573.65,9005.56,p,2,n_2420,n_2028,-,2788.05,Paradip,San Lorenzo
3,-57.8525,-34.4666,8823.28,9005.56,p,3,n_2420,n_2028,-,5249.63,Paradip,San Lorenzo
4,-59.99,-33.3803,8948.26,9005.56,p,4,n_2420,n_2028,-,124.98,Paradip,San Lorenzo
5,-60.7343,-32.6575,9005.56,9005.56,d,5,n_2420,n_2028,-,57.2999999999993,Paradip,San Lorenzo
0,86.6765,20.2786,0.0,3087.87,o,0,n_2420,z_66,-,0.0,Paradip,Hedland
1,95.632,4.5955,1073.36,3087.87,p,1,n_2420,z_66,-,1073.36,Paradip,Hedland
2,100.9273,-2.3307,1595.05,3087.87,p,2,n_2420,z_66,-,521.69,Paradip,Hedland
3,102.3174,-3.9891,1724.53,3087.87,p,3,n_2420,z_66,-,129.48,Paradip,Hedland
4,118.5795,-20.3285,3087.87,3087.87,d,4,n_2420,z_66,-,1363.34,Paradip,Hedland
0,86.6765,20.2786,0.0,9449.56,o,0,n_2420,n_4796,-,0.0,Paradip,Camden
1,79.4443,9.1635,785.59,9449.56,p,1,n_2420,n_4796,-,785.59,Paradip,Camden
2,77.5104,8.083,917.4,9449.56,p,2,n_2420,n_4796,-,131.809999999999,Paradip,Camden
3,43.946,12.6032,2919.09,9449.56,p,3,n_2420,n_4796,-,2001.69,Paradip,Camden
4,43.4716,12.6883,2947.38,9449.56,p,4,n_2420,n_4796,-,28.29,Paradip,Camden
5,33.2328,28.5725,4056.71,9449.56,p,5,n_2420,n_4796,-,1109.33,Paradip,Camden
6,32.4917,30.165,4159.63,9449.56,p,6,n_2420,n_4796,-,102.92,Paradip,Camden
7,31.9408,31.5172,4245.43,9449.56,p,7,n_2420,n_4796,-,85.8000000000002,Paradip,Camden
8,9.7447,37.3399,5397.74,9449.56,p,8,n_2420,n_4796,-,1152.31,Paradip,Camden
9,-5.6109,36.0128,6142.31,9449.56,p,9,n_2420,n_4796,-,744.57,Paradip,Camden
10,-8.9927,37.0272,6316.78,9449.56,p,10,n_2420,n_4796,-,174.47,Paradip,Camden
11,-74.9541,38.9333,9376.88,9449.56,p,11,n_2420,n_4796,-,3060.1,Paradip,Camden
12,-75.4656,39.5156,9419.15,9449.56,p,12,n_2420,n_4796,-,42.27,Paradip,Camden
13,-75.3134,39.8232,9438.9,9449.56,p,13,n_2420,n_4796,-,19.75,Paradip,Camden
14,-75.1327,39.9339,9449.56,9449.56,d,14,n_2420,n_4796,-,10.66,Paradip,Camden
0,118.5795,-20.3285,0.0,9243.88,o,0,z_66,z_106,-,0.0,Hedland,PDM
1,116.792,-20.5401,101.509999999998,9243.88,p,1,z_66,z_106,-,101.509999999998,Hedland,PDM
2,114.0357,-21.8488,274.719999999999,9243.88,p,2,z_66,z_106,-,173.210000000001,Hedland,PDM
3,-35.3939,-5.2489,8665.07,9243.88,p,3,z_66,z_106,-,8390.35,Hedland,PDM
4,-39.987,-2.8536,8975.37,9243.88,p,4,z_66,z_106,-,310.3,Hedland,PDM
5,-43.4255,-2.3433,9184.07,9243.88,p,5,z_66,z_106,-,208.7,Hedland,PDM
6,-44.0424,-2.4224,9221.42,9243.88,p,6,z_66,z_106,-,37.35,Hedland,PDM
7,-44.2894,-2.4854,9236.72,9243.88,p,7,z_66,z_106,-,15.3,Hedland,PDM
8,-44.3797,-2.5636,9243.88,9243.88,d,8,z_66,z_106,-,7.16,Hedland,PDM
0,118.5795,-20.3285,0.0,3399.1,o,0,z_66,z_89,-,0.0,Hedland,Dongjiakou
1,118.9496,-9.5549,644.04,3399.1,p,1,z_66,z_89,-,644.04,Hedland,Dongjiakou
2,119.1939,-8.6124,702.17,3399.1,p,2,z_66,z_89,-,58.1300000000001,Hedland,Dongjiakou
3,118.8377,-2.5888,1062.47,3399.1,p,3,z_66,z_89,-,360.3,Hedland,Dongjiakou
4,119.6665,10.5541,1848.81,3399.1,p,4,z_66,z_89,-,786.34,Hedland,Dongjiakou
5,119.8076,16.3508,2195.2,3399.1,p,5,z_66,z_89,-,346.39,Hedland,Dongjiakou
6,121.9002,24.9487,2722.46,3399.1,p,6,z_66,z_89,-,527.26,Hedland,Dongjiakou
7,121.9856,29.2614,2980.53,3399.1,p,7,z_66,z_89,-,258.07,Hedland,Dongjiakou
8,121.911,31.7371,3128.78,3399.1,p,8,z_66,z_89,-,148.25,Hedland,Dongjiakou
9,120.2344,36.0287,3399.1,3399.1,d,9,z_66,z_89,-,270.32,Hedland,Dongjiakou
0,118.5795,-20.3285,0.0,7423.22,o,0,z_66,n_4941,-,0.0,Hedland,Monfalcone
1,51.2869,11.8296,4416.27,7423.22,p,1,z_66,n_4941,-,4416.27,Hedland,Monfalcone
2,50.7728,11.9803,4447.82,7423.22,p,2,z_66,n_4941,-,31.5499999999997,Hedland,Monfalcone
3,43.946,12.6032,4850.53,7423.22,p,3,z_66,n_4941,-,402.71,Hedland,Monfalcone
4,43.4716,12.6883,4878.82,7423.22,p,4,z_66,n_4941,-,28.29,Hedland,Monfalcone
5,33.2328,28.5725,5988.15,7423.22,p,5,z_66,n_4941,-,1109.33,Hedland,Monfalcone
6,32.4917,30.165,6091.07,7423.22,p,6,z_66,n_4941,-,102.92,Hedland,Monfalcone
7,31.9408,31.5172,6176.87,7423.22,p,7,z_66,n_4941,-,85.8000000000002,Hedland,Monfalcone
8,23.1073,37.8344,6754.52,7423.22,p,8,z_66,n_4941,-,577.65,Hedland,Monfalcone
9,21.9176,38.309,6817.66,7423.22,p,9,z_66,n_4941,-,63.1400000000001,Hedland,Monfalcone
10,21.0986,38.3497,6856.4,7423.22,p,10,z_66,n_4941,-,38.7399999999999,Hedland,Monfalcone
11,13.9038,44.7817,7359.75,7423.22,p,11,z_66,n_4941,-,503.35,Hedland,Monfalcone
12,13.5086,45.496,7405.78,7423.22,p,12,z_66,n_4941,-,46.03,Hedland,Monfalcone
13,13.5474,45.7628,7421.88,7423.22,p,13,z_66,n_4941,-,16.1,Hedland,Monfalcone
14,13.5547,45.7846,7423.22,7423.22,d,14,z_66,n_4941,-,1.34,Hedland,Monfalcone
0,118.5795,-20.3285,0.0,8503.99,o,0,z_66,n_2060,-,0.0,Hedland,Kamsar
